00:00:00,06:00:00,6,8,15,20,14,0,2,12,1800
06:01:00,09:00:00,2,4,45,90,14,0,2,12,900
09:01:00,12:00:00,2,3,60,120,14,0,2,12,300
12:01:00,15:00:00,2,3,60,120,14,0,2,12,300
15:01:00,18:00:00,2,3,60,120,14,0,2,12,300
18:01:00,21:00:00,2,4,45,90,14,0,2,12,600
21:01:00,23:59:00,3,4,15,20,14,0,2,12,900
06:01:00,09:00:00,1,2,1,2,12,1,3,13,0
09:01:00,12:00:00,3,6,1,2,12,1,3,13,0
12:01:00,15:00:00,3,6,1,2,12,1,3,13,0
15:01:00,18:00:00,2,4,1,2,12,1,3,13,0
