17:01:00;900;14;0;2
20:00:00;900;14;0;2
23:00:00;900;14;0;2
1:00:00;900;14;0;2
2:00:00;900;14;0;2
3:00:00;900;14;0;2
4:00:00;900;14;0;2
5:00:00;900;14;0;2
5:30:00;900;14;0;2
6:00:00;900;14;0;2
6:30:00;900;14;0;2
7:00:00;900;14;0;2
7:30:00;900;14;0;2
8:00:00;900;14;0;2
8:30:00;900;14;0;2
9:00:00;900;14;0;2
9:30:00;900;14;0;2
10:00:00;900;14;0;2
10:30:00;900;14;0;2
11:00:00;900;14;0;2
11:30:00;900;14;0;2
12:00:00;900;14;0;2
13:00:00;900;14;0;2
14:00:00;900;14;0;2
15:00:00;900;14;0;2
16:00:00;900;14;0;2
